No,VoucherType,Quantity,Sales,Date
4155,50 Birr,5743,287150,10/13/2020
4156,100 Birr,2272,227200,10/13/2020
4157,500 Birr,9,4500,10/13/2020
4158,1000 Birr,4,4000,10/13/2020
4159,250 Birr,5,1250,10/13/2020
4160,10 Birr,58988,589880,10/12/2020
4161,50 Birr,6976,348800,10/12/2020
4162,25 Birr,20549,513725,10/12/2020
4163,15 Birr,26289,394335,10/12/2020
4164,100 Birr,2290,229000,10/12/2020
4165,5 Birr,25973,129865,10/12/2020
4166,500 Birr,4,2000,10/12/2020
4167,250 Birr,8,2000,10/12/2020
4168,5 Birr,19196,95980,10/11/2020
4169,25 Birr,13426,335650,10/11/2020
4170,100 Birr,1311,131100,10/11/2020
4171,10 Birr,42904,429040,10/11/2020
4172,15 Birr,19174,287610,10/11/2020
4173,50 Birr,4335,216750,10/11/2020
4174,1000 Birr,1,1000,10/11/2020
4175,250 Birr,7,1750,10/11/2020
4176,500 Birr,1,500,10/11/2020
4177,25 Birr,14140,353500,10/10/2020
4178,10 Birr,45541,455410,10/10/2020
4179,15 Birr,20971,314565,10/10/2020
4180,5 Birr,23467,117335,10/10/2020
4181,50 Birr,4364,218200,10/10/2020
4182,100 Birr,1441,144100,10/10/2020
4183,1000 Birr,2,2000,10/10/2020
4184,250 Birr,5,1250,10/10/2020
4185,500 Birr,2,1000,10/10/2020
4186,15 Birr,21985,329775,10/9/2020
4187,10 Birr,56340,563400,10/9/2020
4188,25 Birr,16637,415925,10/9/2020
4189,5 Birr,29675,148375,10/9/2020
4190,100 Birr,2241,224100,10/9/2020
4191,50 Birr,8955,447750,10/9/2020
4192,250 Birr,5,1250,10/9/2020
4193,500 Birr,2,1000,10/9/2020
4194,10 Birr,48921,489210,10/8/2020
4195,15 Birr,19808,297120,10/8/2020
4196,50 Birr,5311,265550,10/8/2020
4197,5 Birr,22521,112605,10/8/2020
4198,25 Birr,15885,397125,10/8/2020
4199,100 Birr,2015,201500,10/8/2020
4200,500 Birr,4,2000,10/8/2020
4201,250 Birr,3,750,10/8/2020
4202,10 Birr,54494,544940,10/7/2020
4203,100 Birr,3053,305300,10/7/2020
4204,15 Birr,26492,397380,10/7/2020
4205,25 Birr,19129,478225,10/7/2020
4206,50 Birr,7144,357200,10/7/2020
4207,5 Birr,24090,120450,10/7/2020
4208,500 Birr,7,3500,10/7/2020
4209,250 Birr,3,750,10/7/2020
4210,1000 Birr,1,1000,10/7/2020
4211,50 Birr,9305,465250,10/6/2020
4212,10 Birr,62418,624180,10/6/2020
4213,15 Birr,30454,456810,10/6/2020
4214,100 Birr,2268,226800,10/6/2020
4215,25 Birr,24283,607075,10/6/2020
4216,5 Birr,34268,171340,10/6/2020
4217,250 Birr,5,1250,10/6/2020
4218,1000 Birr,2,2000,10/6/2020
4219,500 Birr,3,1500,10/6/2020
4220,10 Birr,76525,765250,10/5/2020
4221,5 Birr,27055,135275,10/5/2020
4222,25 Birr,20310,507750,10/5/2020
4223,250 Birr,5,1250,10/5/2020
4224,15 Birr,24897,373455,10/5/2020
4225,50 Birr,7088,354400,10/5/2020
4226,100 Birr,2684,268400,10/5/2020
4227,500 Birr,6,3000,10/5/2020
4228,1000 Birr,2,2000,10/5/2020
4229,100 Birr,1842,184200,10/4/2020
4230,25 Birr,11354,283850,10/4/2020
4231,5 Birr,17903,89515,10/4/2020
4232,10 Birr,32684,326840,10/4/2020
4233,15 Birr,14118,211770,10/4/2020
4234,50 Birr,4491,224550,10/4/2020
4235,250 Birr,2,500,10/4/2020
4236,500 Birr,4,2000,10/4/2020
4237,1000 Birr,2,2000,10/4/2020
4238,10 Birr,47398,473980,10/3/2020
4239,50 Birr,6779,338950,10/3/2020
4240,5 Birr,22230,111150,10/3/2020
4241,15 Birr,20885,313275,10/3/2020
4242,25 Birr,19032,475800,10/3/2020
4243,100 Birr,2158,215800,10/3/2020
4244,1000 Birr,3,3000,10/3/2020
4245,500 Birr,16,8000,10/3/2020
4246,250 Birr,2,500,10/3/2020
4247,15 Birr,24386,365790,10/2/2020
4248,10 Birr,56012,560120,10/2/2020
4249,25 Birr,21852,546300,10/2/2020
4250,5 Birr,25099,125495,10/2/2020
4251,50 Birr,7681,384050,10/2/2020
4252,100 Birr,3081,308100,10/2/2020
4253,500 Birr,6,3000,10/2/2020
4254,250 Birr,5,1250,10/2/2020
4255,1000 Birr,4,4000,10/2/2020
4256,10 Birr,46197,461970,10/1/2020
4257,25 Birr,15883,397075,10/1/2020
4258,15 Birr,20284,304260,10/1/2020
4259,100 Birr,2225,222500,10/1/2020
4260,50 Birr,6939,346950,10/1/2020
4261,5 Birr,25116,125580,10/1/2020
4262,1000 Birr,2,2000,10/1/2020
4263,500 Birr,4,2000,10/1/2020
4264,250 Birr,2,500,10/1/2020
4265,10 Birr,50605,506050,9/30/2020
4266,15 Birr,17097,256455,9/30/2020
4267,5 Birr,19398,96990,9/30/2020
4268,50 Birr,7056,352800,9/30/2020
4269,25 Birr,17340,433500,9/30/2020
4270,100 Birr,2331,233100,9/30/2020
4271,250 Birr,5,1250,9/30/2020
4272,1000 Birr,4,4000,9/30/2020
4273,500 Birr,3,1500,9/30/2020
4274,5 Birr,17732,88660,9/29/2020
4275,10 Birr,48245,482450,9/29/2020
4276,15 Birr,27164,407460,9/29/2020
4277,25 Birr,15330,383250,9/29/2020
4278,50 Birr,6239,311950,9/29/2020
4279,100 Birr,2565,256500,9/29/2020
4280,250 Birr,5,1250,9/29/2020
4281,500 Birr,6,3000,9/29/2020
4282,1000 Birr,2,2000,9/29/2020
4283,10 Birr,57638,576380,9/28/2020
4284,15 Birr,21320,319800,9/28/2020
4285,25 Birr,16686,417150,9/28/2020
4286,100 Birr,3305,330500,9/28/2020
4287,50 Birr,9140,457000,9/28/2020
4288,5 Birr,18996,94980,9/28/2020
4289,1000 Birr,10,10000,9/28/2020
4290,500 Birr,10,5000,9/28/2020
4291,250 Birr,7,1750,9/28/2020
4292,15 Birr,10106,151590,9/27/2020
4293,25 Birr,7936,198400,9/27/2020
4294,50 Birr,3712,185600,9/27/2020
4295,10 Birr,23704,237040,9/27/2020
4296,5 Birr,10929,54645,9/27/2020
4297,100 Birr,1765,176500,9/27/2020
4298,250 Birr,3,750,9/27/2020
4299,500 Birr,2,1000,9/27/2020
4300,50 Birr,6133,306650,9/26/2020
4301,15 Birr,18492,277380,9/26/2020
4302,10 Birr,48433,484330,9/26/2020
4303,5 Birr,24036,120180,9/26/2020
4304,25 Birr,16824,420600,9/26/2020
4305,100 Birr,2188,218800,9/26/2020
4306,250 Birr,5,1250,9/26/2020
4307,500 Birr,7,3500,9/26/2020
4308,1000 Birr,1,1000,9/26/2020
4309,10 Birr,56262,562620,9/25/2020
4310,5 Birr,28780,143900,9/25/2020
4311,25 Birr,19697,492425,9/25/2020
4312,15 Birr,22540,338100,9/25/2020
4313,50 Birr,6812,340600,9/25/2020
4314,100 Birr,2643,264300,9/25/2020
4315,500 Birr,4,2000,9/25/2020
4316,250 Birr,2,500,9/25/2020
4317,1000 Birr,1,1000,9/25/2020
4318,50 Birr,5498,274900,9/24/2020
4319,5 Birr,18853,94265,9/24/2020
4320,15 Birr,17351,260265,9/24/2020
4321,10 Birr,40810,408100,9/24/2020
4322,25 Birr,12381,309525,9/24/2020
4323,100 Birr,2320,232000,9/24/2020
4324,1000 Birr,4,4000,9/24/2020
4325,500 Birr,5,2500,9/24/2020
4326,250 Birr,5,1250,9/24/2020
4327,10 Birr,42537,425370,9/23/2020
4328,50 Birr,6534,326700,9/23/2020
4329,100 Birr,2404,240400,9/23/2020
4330,15 Birr,21042,315630,9/23/2020
4331,25 Birr,14823,370575,9/23/2020
4332,5 Birr,20925,104625,9/23/2020
4333,1000 Birr,2,2000,9/23/2020
4334,500 Birr,4,2000,9/23/2020
4335,250 Birr,1,250,9/23/2020
4336,15 Birr,21821,327315,9/22/2020
4337,5 Birr,20781,103905,9/22/2020
4338,10 Birr,44009,440090,9/22/2020
4339,25 Birr,16518,412950,9/22/2020
4340,50 Birr,6249,312450,9/22/2020
4341,100 Birr,2247,224700,9/22/2020
4342,500 Birr,5,2500,9/22/2020
4343,1000 Birr,1,1000,9/22/2020
4344,15 Birr,16620,249300,9/21/2020
4345,25 Birr,13872,346800,9/21/2020
4346,100 Birr,2495,249500,9/21/2020
4347,50 Birr,5526,276300,9/21/2020
4348,10 Birr,38563,385630,9/21/2020
4349,5 Birr,18653,93265,9/21/2020
4350,500 Birr,7,3500,9/21/2020
4351,250 Birr,8,2000,9/21/2020
4352,1000 Birr,1,1000,9/21/2020
4353,10 Birr,28138,281380,9/20/2020
4354,50 Birr,3408,170400,9/20/2020
4355,5 Birr,14611,73055,9/20/2020
4356,15 Birr,12039,180585,9/20/2020
4357,25 Birr,8575,214375,9/20/2020
4358,100 Birr,1021,102100,9/20/2020
4359,250 Birr,7,1750,9/20/2020
4360,500 Birr,1,500,9/20/2020
4361,5 Birr,16914,84570,9/19/2020
4362,50 Birr,5025,251250,9/19/2020
4363,25 Birr,13012,325300,9/19/2020
4364,15 Birr,15698,235470,9/19/2020
4365,10 Birr,37376,373760,9/19/2020
4366,100 Birr,1620,162000,9/19/2020
4367,500 Birr,4,2000,9/19/2020
4368,250 Birr,3,750,9/19/2020
4369,1000 Birr,1,1000,9/19/2020
4370,100 Birr,3786,378600,9/18/2020
4371,25 Birr,16227,405675,9/18/2020
4372,15 Birr,18313,274695,9/18/2020
4373,10 Birr,40313,403130,9/18/2020
4374,5 Birr,18071,90355,9/18/2020
4375,50 Birr,5019,250950,9/18/2020
4376,500 Birr,4,2000,9/18/2020
4377,1000 Birr,2,2000,9/18/2020
4378,250 Birr,2,500,9/18/2020
4379,50 Birr,5365,268250,9/17/2020
4380,25 Birr,15589,389725,9/17/2020
4381,15 Birr,22939,344085,9/17/2020
4382,10 Birr,47511,475110,9/17/2020
4383,5 Birr,21266,106330,9/17/2020
4384,100 Birr,1651,165100,9/17/2020
4385,250 Birr,3,750,9/17/2020
4386,500 Birr,6,3000,9/17/2020
4387,1000 Birr,3,3000,9/17/2020
4388,15 Birr,18127,271905,9/16/2020
4389,25 Birr,14428,360700,9/16/2020
4390,50 Birr,9336,466800,9/16/2020
4391,100 Birr,2469,246900,9/16/2020
4392,250 Birr,5,1250,9/16/2020
4393,10 Birr,54369,543690,9/16/2020
4394,5 Birr,38414,192070,9/16/2020
4395,500 Birr,5,2500,9/16/2020
4396,1000 Birr,1,1000,9/16/2020
4397,10 Birr,43790,437900,9/15/2020
4398,5 Birr,19945,99725,9/15/2020
4399,15 Birr,26350,395250,9/15/2020
4400,50 Birr,6613,330650,9/15/2020
4401,25 Birr,17811,445275,9/15/2020
4402,100 Birr,2257,225700,9/15/2020
4403,250 Birr,3,750,9/15/2020
4404,500 Birr,4,2000,9/15/2020
4405,5 Birr,33388,166940,9/14/2020
4406,10 Birr,80331,803310,9/14/2020
4407,25 Birr,30405,760125,9/14/2020
4408,100 Birr,3748,374800,9/14/2020
4409,15 Birr,35904,538560,9/14/2020
4410,50 Birr,9518,475900,9/14/2020
4411,500 Birr,5,2500,9/14/2020
4412,250 Birr,6,1500,9/14/2020
4413,1000 Birr,4,4000,9/14/2020
4414,10 Birr,42554,425540,9/13/2020
4415,5 Birr,15647,78235,9/13/2020
4416,25 Birr,15963,399075,9/13/2020
4417,15 Birr,19143,287145,9/13/2020
4418,100 Birr,2383,238300,9/13/2020
4419,50 Birr,5186,259300,9/13/2020
4420,250 Birr,23,5750,9/13/2020
4421,500 Birr,3,1500,9/13/2020
4422,1000 Birr,1,1000,9/13/2020
4423,100 Birr,3619,361900,9/12/2020
4424,10 Birr,47221,472210,9/12/2020
4425,15 Birr,23718,355770,9/12/2020
4426,25 Birr,20772,519300,9/12/2020
4427,50 Birr,9308,465400,9/12/2020
4428,5 Birr,20737,103685,9/12/2020
4429,250 Birr,5,1250,9/12/2020
4430,500 Birr,5,2500,9/12/2020
4431,25 Birr,15420,385500,9/11/2020
4432,100 Birr,2369,236900,9/11/2020
4433,5 Birr,18849,94245,9/11/2020
4434,10 Birr,41947,419470,9/11/2020
4435,15 Birr,18320,274800,9/11/2020
4436,50 Birr,5917,295850,9/11/2020
4437,250 Birr,1,250,9/11/2020
4438,500 Birr,1,500,9/11/2020
4439,50 Birr,8872,443600,9/10/2020
4440,10 Birr,50515,505150,9/10/2020
4441,25 Birr,23576,589400,9/10/2020
4442,5 Birr,25304,126520,9/10/2020
4443,15 Birr,25318,379770,9/10/2020
4444,100 Birr,3793,379300,9/10/2020
4445,500 Birr,7,3500,9/10/2020
4446,1000 Birr,4,4000,9/10/2020
4447,250 Birr,5,1250,9/10/2020
4448,100 Birr,3075,307500,9/9/2020
4449,5 Birr,27209,136045,9/9/2020
4450,15 Birr,23219,348285,9/9/2020
4451,10 Birr,53140,531400,9/9/2020
4452,250 Birr,2,500,9/9/2020
4453,50 Birr,8603,430150,9/9/2020
4454,25 Birr,19313,482825,9/9/2020
4455,1000 Birr,2,2000,9/9/2020
4456,500 Birr,7,3500,9/9/2020
4457,25 Birr,21020,525500,9/8/2020
4458,10 Birr,61313,613130,9/8/2020
4459,100 Birr,3681,368100,9/8/2020
4460,50 Birr,8218,410900,9/8/2020
4461,15 Birr,26543,398145,9/8/2020
4462,5 Birr,26874,134370,9/8/2020
4463,250 Birr,13,3250,9/8/2020
4464,1000 Birr,1,1000,9/8/2020
4465,500 Birr,4,2000,9/8/2020
4466,10 Birr,110260,1102600,9/7/2020
4467,15 Birr,52414,786210,9/7/2020
4468,5 Birr,53228,266140,9/7/2020
4469,100 Birr,6855,685500,9/7/2020
4470,50 Birr,17862,893100,9/7/2020
4471,25 Birr,43124,1078100,9/7/2020
4472,500 Birr,4,2000,9/7/2020
4473,250 Birr,9,2250,9/7/2020
4474,1000 Birr,7,7000,9/7/2020
4475,100 Birr,1595,159500,9/5/2020
4476,25 Birr,8958,223950,9/5/2020
4477,5 Birr,13562,67810,9/5/2020
4478,250 Birr,2,500,9/5/2020
4479,50 Birr,5300,265000,9/5/2020
4480,15 Birr,11483,172245,9/5/2020
4481,10 Birr,27993,279930,9/5/2020
4482,500 Birr,4,2000,9/5/2020
4483,10 Birr,62643,626430,9/4/2020
4484,100 Birr,4586,458600,9/4/2020
4485,50 Birr,9894,494700,9/4/2020
4486,15 Birr,30472,457080,9/4/2020
4487,5 Birr,30719,153595,9/4/2020
4488,25 Birr,22959,573975,9/4/2020
4489,250 Birr,3,750,9/4/2020
4490,500 Birr,24,12000,9/4/2020
4491,1000 Birr,1,1000,9/4/2020
4492,5 Birr,37098,185490,9/3/2020
4493,10 Birr,93982,939820,9/3/2020
4494,100 Birr,4232,423200,9/3/2020
4495,50 Birr,11779,588950,9/3/2020
4496,25 Birr,30229,755725,9/3/2020
4497,15 Birr,36900,553500,9/3/2020
4498,250 Birr,6,1500,9/3/2020
4499,500 Birr,6,3000,9/3/2020
4500,1000 Birr,1,1000,9/3/2020
4501,5 Birr,35564,177820,9/2/2020
4502,10 Birr,73698,736980,9/2/2020
4503,15 Birr,37775,566625,9/2/2020
4504,25 Birr,29183,729575,9/2/2020
4505,50 Birr,12449,622450,9/2/2020
4506,100 Birr,4293,429300,9/2/2020
4507,1000 Birr,6,6000,9/2/2020
4508,500 Birr,7,3500,9/2/2020
4509,250 Birr,2,500,9/2/2020
4510,10 Birr,66021,660210,9/1/2020
4511,5 Birr,29209,146045,9/1/2020
4512,15 Birr,29792,446880,9/1/2020
4513,25 Birr,22223,555575,9/1/2020
4514,50 Birr,8949,447450,9/1/2020
4515,100 Birr,3243,324300,9/1/2020
4516,500 Birr,12,6000,9/1/2020
4517,250 Birr,11,2750,9/1/2020
4518,1000 Birr,11,11000,9/1/2020
4519,10 Birr,58939,589390,8/31/2020
4520,15 Birr,26627,399405,8/31/2020
4521,100 Birr,3194,319400,8/31/2020
4522,25 Birr,21379,534475,8/31/2020
4523,50 Birr,8218,410900,8/31/2020
4524,5 Birr,28204,141020,8/31/2020
4525,250 Birr,6,1500,8/31/2020
4526,500 Birr,6,3000,8/31/2020
4527,1000 Birr,2,2000,8/31/2020
4528,100 Birr,2845,284500,8/30/2020
4529,25 Birr,14824,370600,8/30/2020
4530,10 Birr,44086,440860,8/30/2020
4531,15 Birr,19087,286305,8/30/2020
4532,50 Birr,6900,345000,8/30/2020
4533,5 Birr,20712,103560,8/30/2020
4534,500 Birr,2,1000,8/30/2020
4535,250 Birr,6,1500,8/30/2020
4536,1000 Birr,3,3000,8/30/2020
4537,10 Birr,43812,438120,8/29/2020
4538,15 Birr,20909,313635,8/29/2020
4539,25 Birr,16005,400125,8/29/2020
4540,50 Birr,7696,384800,8/29/2020
4541,100 Birr,3263,326300,8/29/2020
4542,5 Birr,19892,99460,8/29/2020
4543,1000 Birr,5,5000,8/29/2020
4544,500 Birr,4,2000,8/29/2020
4545,250 Birr,4,1000,8/29/2020
4546,10 Birr,50604,506040,8/28/2020
4547,15 Birr,25448,381720,8/28/2020
4548,100 Birr,3026,302600,8/28/2020
4549,50 Birr,8291,414550,8/28/2020
4550,25 Birr,18637,465925,8/28/2020
4551,5 Birr,25025,125125,8/28/2020
4552,500 Birr,12,6000,8/28/2020
4553,1000 Birr,4,4000,8/28/2020
4554,250 Birr,4,1000,8/28/2020
4555,10 Birr,55845,558450,8/27/2020
4556,15 Birr,25580,383700,8/27/2020
4557,25 Birr,21473,536825,8/27/2020
4558,50 Birr,9740,487000,8/27/2020
4559,100 Birr,3766,376600,8/27/2020
4560,5 Birr,25373,126865,8/27/2020
4561,500 Birr,7,3500,8/27/2020
4562,250 Birr,4,1000,8/27/2020
4563,1000 Birr,1,1000,8/27/2020
4564,5 Birr,31378,156890,8/26/2020
4565,15 Birr,28871,433065,8/26/2020
4566,25 Birr,24138,603450,8/26/2020
4567,50 Birr,9111,455550,8/26/2020
4568,100 Birr,3240,324000,8/26/2020
4569,10 Birr,74107,741070,8/26/2020
4570,250 Birr,6,1500,8/26/2020
4571,1000 Birr,3,3000,8/26/2020
4572,500 Birr,5,2500,8/26/2020
4573,50 Birr,10241,512050,8/25/2020
4574,10 Birr,63989,639890,8/25/2020
4575,100 Birr,3731,373100,8/25/2020
4576,25 Birr,25385,634625,8/25/2020
4577,5 Birr,28891,144455,8/25/2020
4578,15 Birr,32330,484950,8/25/2020
4579,1000 Birr,7,7000,8/25/2020
4580,250 Birr,8,2000,8/25/2020
4581,500 Birr,6,3000,8/25/2020
4582,10 Birr,88993,889930,8/24/2020
4583,50 Birr,10215,510750,8/24/2020
4584,100 Birr,4241,424100,8/24/2020
4585,25 Birr,25046,626150,8/24/2020
4586,15 Birr,30420,456300,8/24/2020
4587,5 Birr,33051,165255,8/24/2020
4588,500 Birr,1,500,8/24/2020
4589,250 Birr,1,250,8/24/2020
4590,1000 Birr,1,1000,8/24/2020
4591,10 Birr,60966,609660,8/23/2020
4592,15 Birr,26485,397275,8/23/2020
4593,25 Birr,19655,491375,8/23/2020
4594,50 Birr,8097,404850,8/23/2020
4595,5 Birr,25752,128760,8/23/2020
4596,100 Birr,2949,294900,8/23/2020
4597,250 Birr,2,500,8/23/2020
4598,5 Birr,29745,148725,8/22/2020
4599,50 Birr,9423,471150,8/22/2020
4600,15 Birr,26607,399105,8/22/2020
4601,10 Birr,66373,663730,8/22/2020
4602,25 Birr,21767,544175,8/22/2020
4603,100 Birr,3612,361200,8/22/2020
4604,250 Birr,15,3750,8/22/2020
4605,1000 Birr,20,20000,8/22/2020
4606,500 Birr,16,8000,8/22/2020
4607,15 Birr,27950,419250,8/21/2020
4608,50 Birr,9464,473200,8/21/2020
4609,10 Birr,65072,650720,8/21/2020
4610,25 Birr,22696,567400,8/21/2020
4611,5 Birr,27532,137660,8/21/2020
4612,100 Birr,3876,387600,8/21/2020
4613,250 Birr,9,2250,8/21/2020
4614,500 Birr,4,2000,8/21/2020
4615,10 Birr,63760,637600,8/20/2020
4616,25 Birr,24413,610325,8/20/2020
4617,5 Birr,32573,162865,8/20/2020
4618,15 Birr,31361,470415,8/20/2020
4619,100 Birr,5286,528600,8/20/2020
4620,50 Birr,10563,528150,8/20/2020
4621,250 Birr,11,2750,8/20/2020
4622,500 Birr,16,8000,8/20/2020
4623,10 Birr,76757,767570,8/19/2020
4624,25 Birr,29930,748250,8/19/2020
4625,100 Birr,3968,396800,8/19/2020
4626,15 Birr,36509,547635,8/19/2020
4627,50 Birr,11441,572050,8/19/2020
4628,5 Birr,33092,165460,8/19/2020
4629,500 Birr,7,3500,8/19/2020
4630,250 Birr,5,1250,8/19/2020
4631,1000 Birr,3,3000,8/19/2020
4632,25 Birr,25384,634600,8/18/2020
4633,10 Birr,77440,774400,8/18/2020
4634,15 Birr,33361,500415,8/18/2020
4635,5 Birr,34993,174965,8/18/2020
4636,100 Birr,4599,459900,8/18/2020
4637,50 Birr,12496,624800,8/18/2020
4638,250 Birr,4,1000,8/18/2020
4639,1000 Birr,4,4000,8/18/2020
4640,500 Birr,6,3000,8/18/2020
4641,5 Birr,30463,152315,8/17/2020
4642,15 Birr,32406,486090,8/17/2020
4643,10 Birr,63358,633580,8/17/2020
4644,100 Birr,3858,385800,8/17/2020
4645,50 Birr,11364,568200,8/17/2020
4646,25 Birr,23047,576175,8/17/2020
4647,250 Birr,7,1750,8/17/2020
4648,500 Birr,5,2500,8/17/2020
4649,5 Birr,23925,119625,8/16/2020
4650,50 Birr,8068,403400,8/16/2020
4651,100 Birr,2690,269000,8/16/2020
4652,10 Birr,54614,546140,8/16/2020
4653,25 Birr,18787,469675,8/16/2020
4654,15 Birr,25212,378180,8/16/2020
4655,500 Birr,5,2500,8/16/2020
4656,250 Birr,2,500,8/16/2020
4657,25 Birr,25635,640875,8/15/2020
4658,50 Birr,12702,635100,8/15/2020
4659,100 Birr,4324,432400,8/15/2020
4660,15 Birr,33230,498450,8/15/2020
4661,10 Birr,78628,786280,8/15/2020
4662,5 Birr,37555,187775,8/15/2020
4663,500 Birr,10,5000,8/15/2020
4664,1000 Birr,3,3000,8/15/2020
4665,250 Birr,1,250,8/15/2020
4666,5 Birr,28701,143505,8/14/2020
4667,25 Birr,22771,569275,8/14/2020
4668,10 Birr,66450,664500,8/14/2020
4669,100 Birr,3339,333900,8/14/2020
4670,50 Birr,8995,449750,8/14/2020
4671,15 Birr,28527,427905,8/14/2020
4672,500 Birr,6,3000,8/14/2020
4673,250 Birr,4,1000,8/14/2020
4674,1000 Birr,9,9000,8/14/2020
4675,5 Birr,33273,166365,8/13/2020
4676,25 Birr,27659,691475,8/13/2020
4677,10 Birr,68898,688980,8/13/2020
4678,15 Birr,29693,445395,8/13/2020
4679,100 Birr,4203,420300,8/13/2020
4680,50 Birr,13302,665100,8/13/2020
4681,250 Birr,4,1000,8/13/2020
4682,500 Birr,10,5000,8/13/2020
4683,5 Birr,33234,166170,8/12/2020
4684,50 Birr,10349,517450,8/12/2020
4685,10 Birr,63330,633300,8/12/2020
4686,25 Birr,23907,597675,8/12/2020
4687,15 Birr,30732,460980,8/12/2020
4688,100 Birr,3088,308800,8/12/2020
4689,500 Birr,3,1500,8/12/2020
4690,250 Birr,1,250,8/12/2020
4691,10 Birr,67924,679240,8/11/2020
4692,15 Birr,35889,538335,8/11/2020
4693,5 Birr,34361,171805,8/11/2020
4694,25 Birr,24116,602900,8/11/2020
4695,50 Birr,11471,573550,8/11/2020
4696,100 Birr,4293,429300,8/11/2020
4697,250 Birr,6,1500,8/11/2020
4698,500 Birr,1,500,8/11/2020
4699,25 Birr,26875,671875,8/10/2020
4700,50 Birr,12824,641200,8/10/2020
4701,15 Birr,35119,526785,8/10/2020
4702,5 Birr,32531,162655,8/10/2020
4703,10 Birr,69980,699800,8/10/2020
4704,100 Birr,3973,397300,8/10/2020
4705,500 Birr,9,4500,8/10/2020
4706,250 Birr,6,1500,8/10/2020
4707,1000 Birr,4,4000,8/10/2020
4708,50 Birr,6919,345950,8/9/2020
4709,15 Birr,20689,310335,8/9/2020
4710,100 Birr,2489,248900,8/9/2020
4711,10 Birr,50444,504440,8/9/2020
4712,5 Birr,25257,126285,8/9/2020
4713,25 Birr,17612,440300,8/9/2020
4714,250 Birr,3,750,8/9/2020
4715,1000 Birr,1,1000,8/9/2020
4716,500 Birr,5,2500,8/9/2020
4717,5 Birr,32489,162445,8/8/2020
4718,25 Birr,26596,664900,8/8/2020
4719,10 Birr,68890,688900,8/8/2020
4720,15 Birr,30391,455865,8/8/2020
4721,50 Birr,10997,549850,8/8/2020
4722,100 Birr,4481,448100,8/8/2020
4723,1000 Birr,2,2000,8/8/2020
4724,250 Birr,4,1000,8/8/2020
4725,500 Birr,4,2000,8/8/2020
4726,10 Birr,86942,869420,8/7/2020
4727,15 Birr,30863,462945,8/7/2020
4728,5 Birr,35280,176400,8/7/2020
4729,100 Birr,4187,418700,8/7/2020
4730,25 Birr,24295,607375,8/7/2020
4731,50 Birr,10318,515900,8/7/2020
4732,500 Birr,6,3000,8/7/2020
4733,1000 Birr,3,3000,8/7/2020
4734,250 Birr,2,500,8/7/2020
4735,15 Birr,28420,426300,8/6/2020
4736,10 Birr,58841,588410,8/6/2020
4737,25 Birr,24260,606500,8/6/2020
4738,100 Birr,5081,508100,8/6/2020
4739,50 Birr,12643,632150,8/6/2020
4740,5 Birr,30371,151855,8/6/2020
4741,1000 Birr,2,2000,8/6/2020
4742,500 Birr,6,3000,8/6/2020
4743,250 Birr,2,500,8/6/2020
4744,25 Birr,24474,611850,8/5/2020
4745,5 Birr,29664,148320,8/5/2020
4746,10 Birr,66239,662390,8/5/2020
4747,100 Birr,3671,367100,8/5/2020
4748,50 Birr,9519,475950,8/5/2020
4749,15 Birr,48617,729255,8/5/2020
4750,500 Birr,9,4500,8/5/2020
4751,1000 Birr,3,3000,8/5/2020
4752,250 Birr,2,500,8/5/2020
4753,5 Birr,33445,167225,8/4/2020
4754,50 Birr,11899,594950,8/4/2020
4755,10 Birr,87754,877540,8/4/2020
4756,15 Birr,36960,554400,8/4/2020
4757,25 Birr,27929,698225,8/4/2020
4758,100 Birr,4723,472300,8/4/2020
4759,500 Birr,3,1500,8/4/2020
4760,1000 Birr,3,3000,8/4/2020
4761,250 Birr,4,1000,8/4/2020
4762,5 Birr,26010,130050,8/3/2020
4763,100 Birr,4590,459000,8/3/2020
4764,25 Birr,29856,746400,8/3/2020
4765,10 Birr,67216,672160,8/3/2020
4766,50 Birr,11770,588500,8/3/2020
4767,15 Birr,35535,533025,8/3/2020
4768,250 Birr,8,2000,8/3/2020
4769,500 Birr,7,3500,8/3/2020
4770,1000 Birr,1,1000,8/3/2020
4771,50 Birr,7045,352250,8/2/2020
4772,25 Birr,15205,380125,8/2/2020
4773,10 Birr,38419,384190,8/2/2020
4774,15 Birr,19434,291510,8/2/2020
4775,5 Birr,18202,91010,8/2/2020
4776,100 Birr,2665,266500,8/2/2020
4777,500 Birr,3,1500,8/2/2020
4778,250 Birr,4,1000,8/2/2020
4779,1000 Birr,9,9000,8/2/2020
4780,10 Birr,63765,637650,8/1/2020
4781,5 Birr,30622,153110,8/1/2020
4782,15 Birr,26402,396030,8/1/2020
4783,25 Birr,22127,553175,8/1/2020
4784,50 Birr,8717,435850,8/1/2020
4785,100 Birr,3727,372700,8/1/2020
4786,250 Birr,2,500,8/1/2020
4787,500 Birr,8,4000,8/1/2020
4788,1000 Birr,1,1000,8/1/2020
4789,10 Birr,33785,337850,7/31/2020
4790,5 Birr,12447,62235,7/31/2020
4791,15 Birr,15954,239310,7/31/2020
4792,25 Birr,13508,337700,7/31/2020
4793,50 Birr,5873,293650,7/31/2020
4794,100 Birr,1865,186500,7/31/2020
4795,250 Birr,6,1500,7/31/2020
4796,500 Birr,6,3000,7/31/2020
4797,50 Birr,8808,440400,7/30/2020
